id;roomID;BSYNC ID;city;adress;startDate;endDate;channel;price;persons;Email;Nazwisko;Telefon;Uwagi;bookingID
8990_2537;8990_12;129384;Międzyzdroje;Gryfa Pomorskiego 79C/52;07.09.2020 00:00;14.09.2020 00:00;Other;3040;2;;;;;14432839
8990_2539;8990_28;129349;Międzyzdroje;Gryfa Pomorskiego 77B/5;30.08.2020 00:00;15.09.2020 00:00;Other;5550;2;;;;;14432840
8990_2540;8990_45;132398;Międzyzdroje;Bohaterów Warszawy 1/55;06.09.2020 00:00;09.09.2020 00:00;Other;1520;2;;;;;14432841
8990_2544;8990_83;133367;Międzyzdroje;Nowomysliwska 3/217 D;27.08.2020 00:00;30.09.2020 00:00;Manual;0;0;;;;;14432842
8990_2546;8990_67;134396;Międzyzdroje;Nowomysliwska 3/201 D;27.08.2020 00:00;01.09.2020 00:00;Manual;2100;2;;;;;14432843
8990_2783;8990_100;134382;Międzyzdroje;MR 303 Lux 4os;16.09.2020 00:00;16.09.2020 00:00;Manual;490;0;;;;;14432844
8990_2567;8990_28;129349;Międzyzdroje;Gryfa Pomorskiego 77B/5;24.12.2020 00:00;03.01.2021 00:00;Manual;0;2;;;;;14432845
8990_2568;8990_54;129350;Międzyzdroje;1000-lecia Państwa Polskiego 8/311;03.09.2020 00:00;11.09.2020 00:00;Profitroom;3020;2;;;;;14432846
8990_2574;8990_53;;Międzyzdroje;1000-lecia Państwa Polskiego 8/209;01.09.2020 00:00;04.09.2020 00:00;Manual;0;2;;;;;
8990_2578;8990_6;129386;Międzyzdroje;Gryfa Pomorskiego 79D/52;03.09.2020 00:00;05.09.2020 00:00;Other;1197;5;;;;;14432847
8990_2580;8990_21;129357;Międzyzdroje;1000-lecia Państwa Polskiego 8/202;02.09.2020 00:00;04.09.2020 00:00;Manual;900;0;;;;;14432848
8990_2583;8990_47;129360;Międzyzdroje;Książąt Pomorskich 3/1;08.09.2020 00:00;12.09.2020 00:00;Other;1650;0;;;;;14432849
8990_2585;8990_12;129384;Międzyzdroje;Gryfa Pomorskiego 79C/52;04.09.2020 00:00;06.09.2020 00:00;Other;1140;3;;;;;14432850
8990_2587;8990_61;132470;Międzyzdroje;Bohaterów Warszawy 16/91;03.09.2020 00:00;03.09.2020 00:00;Manual;400;0;;;;;14432851
8990_2593;8990_62;132475;Międzyzdroje;Nowomysliwska 3/207 D;04.09.2020 00:00;06.09.2020 00:00;Manual;870;0;;;;;14432852
8990_2594;8990_63;132471;Międzyzdroje;Nowomyśliwska 3/407 D;04.09.2020 00:00;05.09.2020 00:00;Manual;498;0;;;;;14432853
8990_2595;8990_68;132478;Międzyzdroje;Nowomysliwska 5/410 C;12.09.2020 00:00;16.09.2020 00:00;Manual;0;2;;;;;14432854
8990_2754;8990_103;134385;Międzyzdroje;MR 209 Std 4os;13.09.2020 00:00;14.09.2020 00:00;Manual;850;0;;;;;14432855
8990_2597;8990_14;129366;Międzyzdroje;Promenada Gwiazd 34 B/202;04.09.2020 00:00;05.09.2020 00:00;Other;380;2;;;;;14432856
8990_2600;8990_15;129354;Międzyzdroje;Promenada Gwiazd 34 B/203;04.09.2020 00:00;05.09.2020 00:00;Other;380;2;;;;;14432857
8990_2602;8990_65;132473;Międzyzdroje;Nowomyśliwska 3/402 D;04.09.2020 00:00;05.09.2020 00:00;Manual;498;1;;;;;14432858
8990_2604;8990_48;129380;Międzyzdroje;Promenada Gwiazd 34/210;04.09.2020 00:00;05.09.2020 00:00;Manual;400;2;;;;;14432859
8990_2613;8990_65;132473;Międzyzdroje;Nowomyśliwska 3/402 D;09.09.2020 00:00;17.09.2020 00:00;Other;2128.95;2;;;;;14432860
8990_2616;8990_14;129366;Międzyzdroje;Promenada Gwiazd 34 B/202;10.09.2020 00:00;12.09.2020 00:00;Other;570;2;;;;;14432861
8990_2618;8990_15;129354;Międzyzdroje;Promenada Gwiazd 34 B/203;06.09.2020 00:00;11.09.2020 00:00;Other;1140;2;;;;;14432862
8990_2620;8990_53;;Międzyzdroje;1000-lecia Państwa Polskiego 8/209;07.09.2020 00:00;07.09.2020 00:00;Manual;349;2;;;;;
8990_2624;8990_16;129356;Międzyzdroje;Promenada Gwiazd 34 B/004;07.09.2020 00:00;11.09.2020 00:00;Other;950;2;;;;;14432863
8990_2628;8990_62;132475;Międzyzdroje;Nowomysliwska 3/207 D;10.09.2020 00:00;13.09.2020 00:00;Other;1178;3;;;;;14432864
8990_2630;8990_72;132481;Międzyzdroje;Nowomyśliwska 3/106 D;16.09.2020 00:00;20.09.2020 00:00;Manual;0;0;;;;;14432865
8990_2631;8990_72;132481;Międzyzdroje;Nowomyśliwska 3/106 D;06.10.2020 00:00;10.10.2020 00:00;Manual;0;0;;;;;14432866
8990_2633;8990_25;;Międzyzdroje;Gryfa Pomorskiego 25A/23;09.09.2020 00:00;09.09.2020 00:00;Manual;265;2;;;;;
8990_2638;8990_63;132471;Międzyzdroje;Nowomyśliwska 3/407 D;07.09.2020 00:00;11.09.2020 00:00;Manual;1183;2;;;;;14432867
8990_2639;8990_16;129356;Międzyzdroje;Promenada Gwiazd 34 B/004;12.09.2020 00:00;14.09.2020 00:00;Other;570;2;;;;;14432868
8990_2646;8990_45;132398;Międzyzdroje;Bohaterów Warszawy 1/55;10.09.2020 00:00;12.09.2020 00:00;Other;1140;2;;;;;14432869
8990_2655;8990_77;132946;Międzyzdroje;Nowomyśliwska 3/312 D;08.09.2020 00:00;12.09.2020 00:00;Manual;1450;2;;;;;14432870
8990_2657;8990_72;132481;Międzyzdroje;Nowomyśliwska 3/106 D;08.09.2020 00:00;09.09.2020 00:00;Manual;580;2;;;;;14432871
8990_2666;8990_55;132395;Międzyzdroje;Gryfa Pomorskiego 79E/51;10.09.2020 00:00;10.09.2020 00:00;Manual;850;0;;;;;14432872
8990_2667;8990_1;129364;Międzyzdroje;Bohaterów Warszawy 1/53;10.09.2020 00:00;12.09.2020 00:00;Other;1482;3;;;;;14432873
8990_2674;8990_72;132481;Międzyzdroje;Nowomyśliwska 3/106 D;11.09.2020 00:00;12.09.2020 00:00;Other;551;2;;;;;14432874
8990_2681;8990_57;131825;Międzyzdroje;Bohaterów Warszawy 16/58;16.09.2020 00:00;18.09.2020 00:00;Manual;1200;0;;;;;14432875
8990_2686;8990_66;132474;Międzyzdroje;Nowomyśliwska 3/125 D;12.09.2020 00:00;14.09.2020 00:00;Other;883.5;3;;;;;14432876
8990_2688;8990_69;132477;Międzyzdroje;Nowomyśliwska 3/311 D;11.09.2020 00:00;12.09.2020 00:00;Other;686.8;3;;;;;14432877
8990_2690;8990_80;133155;Międzyzdroje;Nowomyśliwska 3/104 D;10.09.2020 00:00;12.09.2020 00:00;Manual;870;0;;;;;14432878
8990_2693;8990_81;133153;Międzyzdroje;Promenada Gwiazd 14 C/119;11.09.2020 00:00;12.09.2020 00:00;Manual;0;0;;;;;14432879
8990_2699;8990_33;129347;Międzyzdroje;Książąt Pomorskich 3/3;14.09.2020 00:00;18.09.2020 00:00;Manual;1645;2;;;;;14432880
8990_2721;8990_106;134091;Międzyzdroje;Bel Mare 228;12.09.2020 00:00;15.09.2020 00:00;Manual;1160;2;;;;;14432881
8990_2777;8990_106;134091;Międzyzdroje;Bel Mare 228;16.09.2020 00:00;16.09.2020 00:00;Manual;290;0;;;;;14432882
8990_2795;8990_106;134091;Międzyzdroje;Bel Mare 228;18.09.2020 00:00;19.09.2020 00:00;Manual;580;3;;;;;14432883
8990_2736;8990_107;134393;Międzyzdroje;MR 110_2+1;12.09.2020 00:00;12.09.2020 00:00;Manual;530;0;;;;;14432884
8990_2829;8990_108;134094;Międzyzdroje;Balticus 82 B;19.09.2020 00:00;19.09.2020 00:00;Manual;400;0;;;;;14432885
8990_2559;8990_82;133387;Międzyzdroje;Prima 85;30.08.2020 00:00;01.09.2020 00:00;Manual;0;0;;;;;14432886
8990_2596;8990_82;133387;Międzyzdroje;Prima 85;18.09.2020 00:00;22.09.2020 00:00;Manual;0;0;;;;;14432887
8990_2711;8990_84;134288;Międzyzdroje;MR 210_2 os.;11.09.2020 00:00;11.09.2020 00:00;Manual;360;0;;;;;14432888
8990_2775;8990_84;134288;Międzyzdroje;MR 210_2 os.;15.09.2020 00:00;18.09.2020 00:00;Manual;1440;0;;;;;14432889
8990_2729;8990_80;133155;Międzyzdroje;Nowomyśliwska 3/104 D;13.09.2020 00:00;15.09.2020 00:00;Manual;870;2;;;;;14432890
8990_2713;8990_86;134396;Międzyzdroje;MR 201_2+1;11.09.2020 00:00;13.09.2020 00:00;Manual;1080;2;;;;;14432891
8990_2737;8990_86;134396;Międzyzdroje;MR 201_2+1;14.09.2020 00:00;15.09.2020 00:00;Manual;750;3;;;;;14432892
8990_2735;8990_62;132475;Międzyzdroje;Nowomysliwska 3/207 D;16.09.2020 00:00;18.09.2020 00:00;Other;826.5;2;;;;;14432893
8990_2714;8990_87;134397;Międzyzdroje;MR 202_2+1;11.09.2020 00:00;13.09.2020 00:00;Manual;1380;3;;;;;14432894
8990_2738;8990_87;134397;Międzyzdroje;MR 202_2+1;14.09.2020 00:00;15.09.2020 00:00;Manual;720;2;;;;;14432895
8990_2718;8990_88;134394;Międzyzdroje;MR 203_2+1;11.09.2020 00:00;13.09.2020 00:00;Manual;1080;2;;;;;14432896
8990_2740;8990_48;129380;Międzyzdroje;Promenada Gwiazd 34/210;18.09.2020 00:00;19.09.2020 00:00;Other;380;2;;;;;14432897
8990_2748;8990_45;132398;Międzyzdroje;Bohaterów Warszawy 1/55;25.09.2020 00:00;26.09.2020 00:00;Other;760;2;;;;;14432898
8990_2752;8990_72;132481;Międzyzdroje;Nowomyśliwska 3/106 D;13.09.2020 00:00;15.09.2020 00:00;Manual;570;0;;;;;14432899
8990_2766;8990_89;134395;Międzyzdroje;MR 205_2+1;14.09.2020 00:00;19.09.2020 00:00;Manual;2160;2;;;;;14432900
8990_2758;8990_15;129354;Międzyzdroje;Promenada Gwiazd 34 B/203;17.09.2020 00:00;19.09.2020 00:00;Other;570;2;;;;;14432901
8990_2759;8990_16;129356;Międzyzdroje;Promenada Gwiazd 34 B/004;17.09.2020 00:00;19.09.2020 00:00;Other;570;2;;;;;14432902
8990_2763;8990_77;132946;Międzyzdroje;Nowomyśliwska 3/312 D;14.09.2020 00:00;16.09.2020 00:00;Manual;870;2;;;;;14432903
8990_2764;8990_77;132946;Międzyzdroje;Nowomyśliwska 3/312 D;17.09.2020 00:00;19.09.2020 00:00;Manual;870;2;;;;;14432904
8990_2767;8990_90;134398;Międzyzdroje;MR 206_2+1;14.09.2020 00:00;15.09.2020 00:00;Manual;720;2;;;;;14432905
8990_2794;8990_90;134398;Międzyzdroje;MR 206_2+1;16.09.2020 00:00;16.09.2020 00:00;Manual;360;2;;;;;14432906
8990_2712;8990_91;134399;Międzyzdroje;MR 207_2+1;11.09.2020 00:00;11.09.2020 00:00;Manual;360;0;;;;;14432907
8990_2770;8990_75;132531;Międzyzdroje;Nowomyśliwska 3/310 D;18.09.2020 00:00;18.09.2020 00:00;Manual;290;0;;;;;14432908
8990_2771;8990_14;129366;Międzyzdroje;Promenada Gwiazd 34 B/202;18.09.2020 00:00;19.09.2020 00:00;Manual;400;0;;;;;14432909
8990_2769;8990_91;134399;Międzyzdroje;MR 207_2+1;14.09.2020 00:00;14.09.2020 00:00;Manual;360;2;;;;;14432910
8990_2774;8990_91;134399;Międzyzdroje;MR 207_2+1;15.09.2020 00:00;15.09.2020 00:00;Manual;360;2;;;;;14432911
8990_2833;8990_91;134399;Międzyzdroje;MR 207_2+1;20.09.2020 00:00;21.09.2020 00:00;Manual;720;0;;;;;14432912
8990_2831;8990_92;134400;Międzyzdroje;MR 208_2+1;18.09.2020 00:00;19.09.2020 00:00;Manual;720;0;;;;;14432913
8990_2792;8990_21;129357;Międzyzdroje;1000-lecia Państwa Polskiego 8/202;20.11.2020 00:00;29.11.2020 00:00;Manual;0;0;;;;;14432915
8990_2723;8990_95;134389;Międzyzdroje;MR 103_2+1;11.09.2020 00:00;12.09.2020 00:00;Manual;720;2;;;;;14432916
8990_2702;8990_96;134390;Międzyzdroje;MR 105_2+1;11.09.2020 00:00;12.09.2020 00:00;Manual;720;2;;;;;14432917
8990_2802;8990_39;129369;Międzyzdroje;Słoneczna 6 72-500 Lubin;10.10.2020 00:00;17.10.2020 00:00;Manual;0;8;;;;;14432918
8990_2808;8990_45;132398;Międzyzdroje;Bohaterów Warszawy 1/55;18.04.2021 00:00;01.05.2021 00:00;Manual;0;2;;;;;14432919
8990_2809;8990_45;132398;Międzyzdroje;Bohaterów Warszawy 1/55;13.06.2021 00:00;26.06.2021 00:00;Manual;0;2;;;;;14432920
8990_2810;8990_45;132398;Międzyzdroje;Bohaterów Warszawy 1/55;29.08.2021 00:00;11.09.2021 00:00;Manual;0;2;;;;;14432921
8990_2813;8990_27;129368;Międzyzdroje;Bohaterów Warszawy 1/34;30.12.2020 00:00;03.01.2021 00:00;Other;3432;2;;;;;14432922
8990_2818;8990_25;;Międzyzdroje;Gryfa Pomorskiego 25A/23;20.09.2020 00:00;22.09.2020 00:00;Manual;738.15;2;;;;;
8990_2819;8990_45;132398;Międzyzdroje;Bohaterów Warszawy 1/55;07.10.2020 00:00;09.10.2020 00:00;Other;1140;2;;;;;14432923
8990_2827;8990_28;129349;Międzyzdroje;Gryfa Pomorskiego 77B/5;20.09.2020 00:00;23.09.2020 00:00;Manual;0;2;;;;;14432924
8990_2828;8990_69;132477;Międzyzdroje;Nowomyśliwska 3/311 D;18.09.2020 00:00;19.09.2020 00:00;Manual;580;0;;;;;14432925
8990_2733;8990_96;134390;Międzyzdroje;MR 105_2+1;13.09.2020 00:00;13.09.2020 00:00;Manual;360;2;;;;;14432926
8990_2703;8990_97;134391;Międzyzdroje;MR 106_2+1;11.09.2020 00:00;12.09.2020 00:00;Manual;720;2;;;;;14432927
8990_2734;8990_97;134391;Międzyzdroje;MR 106_2+1;13.09.2020 00:00;13.09.2020 00:00;Manual;360;2;;;;;14432928
8990_2834;8990_75;132531;Międzyzdroje;Nowomyśliwska 3/310 D;19.09.2020 00:00;19.09.2020 00:00;Manual;290;0;;;;;14432929
