id,name,city,rentals_tags
128568,WAW Al. Sol 68/96,Warszawa,Warszawa;Starówka Warszawa
128569,POZ SRNT 211,Poznań,Poznań;Serenity
128570,ZAK ZaCieszynianka4,Zakopane,Zakopane
128572,WAW Czerniak 178/20,Warszawa,Warszawa
128573,WAW Mokotow 26/2,Warszawa,Warszawa
128574,ZAK Struga 14,Zakopane,Zakopane
128576,ZAK Orkana 8,Zakopane,Zakopane
128577,WAW Pl. Konesera 6/13,Warszawa,Warszawa;Praga 
128578,WAW Twarda 14/3,Warszawa,Warszawa
128579,WAW Sławińska 6/801,Warszawa,Warszawa
128580,WAW Próżna 10/27 ,Warszawa,Warszawa;Muranów-Jewish Quarter
128582,ZAK Orkana 9,Zakopane,Zakopane
128584,WAW Wronia 45/118,Warszawa,Warszawa;Oxygen Wronia 45
128585,WAW Al. Sol 105/13,Warszawa,Warszawa
128586,WAW Pańska 7/135,Warszawa,Warszawa;Wola Biznes
128587,WAW Burako 16a/35,Warszawa,Warszawa
128588,POZ SRNT 408,Poznań,Poznań;Serenity
128589,ZAK Gimnazjalna I,Zakopane,Zakopane
128591,ZAK Jaszcz-Bory III,Zakopane,Zakopane
128593,WAW Pl. Zamk 1/13/14,Warszawa,Warszawa;Starówka Warszawa
128594,ZAK Szymosz. A14,Zakopane,Zakopane;Szymaszkowa
128595,WAW Wałowa 8/87,Warszawa,Warszawa
128596,WAW Mostowa 11/1,Warszawa,Warszawa;Starówka Warszawa
128597,WRO Walońska 19/140,Wrocław,Wrocław;River City Wrocław
128598,WAW Miła 9/29,Warszawa,Warszawa;Muranów-Jewish Quarter
128599,ZAK Szymosz. C2,Zakopane,Zakopane;Szymaszkowa
128600,WAW Smolna 20/16,Warszawa,Warszawa
128601,WRO Oławska 1/3,Wrocław,Wrocław
128602,ZAK Orkana 5,Zakopane,Zakopane
128604,WAW Grzybo 6/10/901,Warszawa,Warszawa
128606,WAW Pl.Zamk 15/19/16,Warszawa,Warszawa;Starówka Warszawa
128608,ZAK Szymosz. A10,Zakopane,Zakopane;Szymaszkowa
128609,ZAK Szymosz. C3,Zakopane,Zakopane;Szymaszkowa
128610,ZAK Cyrhla A3,Zakopane,Domy;Zakopane
128611,WAW Grzybo 85a/14A,Warszawa,Warszawa
128612,WRO Walońska 17/39,Wrocław,Wrocław;River City Wrocław
128613,ZAK Oberconiówka I,Zakopane,Zakopane
128614,WAW Karolko 28B/22,Warszawa,Warszawa
128615,WAW NowyŚwiat 47A/22,Warszawa,Warszawa
128616,ZAK Strzelców 24C,Kościelisko,Zakopane;Kościelisko
128617,WAW Pańska 3/96,Warszawa,Warszawa;Wola Biznes;Warszawa Centrum
128618,ZAK Kasprusie,Zakopane,Zakopane
128619,ZAK Dom Krupówki,Zakopane,Domy;Zakopane
128620,POZ SRNT 310,Poznań,Poznań;Serenity
128626,WAW Al. Jer 31/37,Warszawa,Warszawa;Warszawa Centrum
128627,WAW Targowa 70/ 24,Warszawa,Warszawa;Praga 
128628,WRO Walońska 19/10,Wrocław,Wrocław;River City Wrocław
128631,POZ SRNT 402,Poznań,Poznań;Serenity
128633,WAW Al. Jer11/19/19,Warszawa,Warszawa
128634,ZAK Sywarne II,Kościelisko,Zakopane
128635,ZAK ZaCieszynianką2,Zakopane,Zakopane
128636,WRO Włodko 33/11,Wrocław,Wrocław
128638,WAW Bagno 7/168,Warszawa,Warszawa;Warszawa Centrum
128640,WAW RSM 17/5,Warszawa,Warszawa;Starówka Warszawa
128641,ZAK Krzeptowsk. III,Zakopane,Zakopane
128642,WAW Burako 16a/51,Warszawa,Warszawa
128644,WAW Racław 40/101,Warszawa,Warszawa
128645,ZAK Łukaszówki 5,Zakopane,Zakopane
128646,ZAK Sienkiewicza3,Zakopane,Zakopane
128648,WRO Walońska 19/13,Wrocław,Wrocław;River City Wrocław
128649,WAW Pl. Konsty 6/41,Warszawa,Warszawa;Warszawa Centrum
128650,POZ SRNT 305,Poznań,Poznań;Serenity
128651,POZ SRNT 308,Poznań,Poznań;Serenity
128652,ZAK Stroma 32A,Zakopane,Zakopane
128653,WAW Al. Nie 75/28,Warszawa,Warszawa
128654,ZAK Kasprusie II,Zakopane,Zakopane
128656,ZAK Dom Sywarne,Kościelisko,Domy;Zakopane;Kościelisko
128657,WAW Złota 65/32,Warszawa,Warszawa;Warszawa Centrum;Hot Promo
128658,ZAK Wojdyły,Zakopane,Zakopane
128659,WRO Walońska 19/14,Wrocław,Wrocław;River City Wrocław
128661,POZ SRNT 207,Poznań,Poznań;Serenity
128662,ZAK Bulwary II,Zakopane,Zakopane
128663,ZAK Cyrhla A2,Zakopane,Domy;Zakopane
128664,ZAK Cyrhla A4,Zakopane,Domy;Zakopane
128666,POZ SRNT 506,Poznań,Poznań;Serenity
128667,WAW Piwna 49/3,Warszawa,Warszawa;Starówka Warszawa
128669,WAW Grzybo 85/2 ,Warszawa,Warszawa
128670,ZAK Pardałówka V,Zakopane,Zakopane
128673,ZAK Krzeptówki 4,Zakopane,Zakopane
128674,WAW Łucka 15/1007,Warszawa,Warszawa
128675,POZ SRNT 410,Poznań,Poznań;Serenity
128677,ZAK Modrzejewskiej 8a I,Zakopane,Zakopane
128678,ZAK Orkana 4,Zakopane,Zakopane
128679,ZAK Weteranów,Zakopane,Zakopane
128680,WAW Szkolna 5/147,Warszawa,Warszawa;Starówka Warszawa
128681,WAW Marsz 58/25,Warszawa,Warszawa;Warszawa Centrum
128682,ZAK Do Tadziaków [F],Zakopane,Zakopane
128683,WAW Chmiel 35/187,Warszawa,Warszawa;Warszawa Centrum
128684,WRO Piłsudskiego 89/15,Wrocław,Wrocław
128685,ZAK Pod Blachówką,Kościelisko,Zakopane;Kościelisko
128686,ZAK Szymosz. A2b,Zakopane,Zakopane;Szymaszkowa
128687,WAW Al. Ujazd 18/17,Warszawa,Warszawa
128688,ZAK Czajki,Kościelisko,Zakopane;Kościelisko
128689,WAW Grójec 80/102/21,Warszawa,Warszawa
128690,WAW Bagno 7/123,Warszawa,Warszawa;Warszawa Centrum
128691,ZAK Pardałówka IV,Zakopane,Zakopane
128692,WAW Al. Nie 157/10,Warszawahttps://www.bookingsync.com/en/admin/v2/14030/rentals/128692/edit?section=rates,Warszawa
128693,ZAK Groń 61/1A,Kościelisko,Domy;Zakopane;Nydala Rustic;Kościelisko
128694,WAW Bruna 2/4,Warszawa,Warszawa
128695,ZAK Krzeptowsk. VI,Zakopane,Zakopane
128696,GDA DP 410A ,Gdańsk,Deo Residence;Gdańsk
128697,WAW Pawia 51/48,Warszawa,Warszawa;Muranów-Jewish Quarter
128698,GDA DP 410C,Gdańsk,Deo Residence;Gdańsk
128699,POZ SRNT 302,Poznań,Poznań;Serenity
128701,GDA DP 121A ,Gdańsk,Deo Residence;Gdańsk
128702,WAW Niekł 9/11/23,Warszawa,Warszawa;Saska Kępa
128703,ZAK Orkana 3,Zakopane,Zakopane
128704,ZAK Dom Hrube 5H 2,Zakopane,Zakopane
128705,ZAK DrogadoWal 30/2,Zakopane,Zakopane
128706,WAW Pl. Inw 10/70,Warszawa,Warszawa
128707,WAW Pańska 98/69,Warszawa,Warszawa
128708,POZ SRNT 504,Poznań,Poznań;Serenity
128710,WAW Pl. Zamk15/19/23,Warszawa,Warszawa;Starówka Warszawa
128712,ZAK Brzozowa 32,Zakopane,Zakopane
128713,WRO Legnicka 24/57,Wrocław,Wrocław
128714,ZAK Szklane Domy,Zakopane,Zakopane
128715,WAW Łucka 18/73,Warszawa,Warszawa
128716,WAW Wrońskiego 15/2,Warszawa,Warszawa
128717,ZAK ZaCieszynianką8,Zakopane,Zakopane
128719,ZAK Małaszyńsk I,Zakopane,Zakopane
128720,ZAK Szymosz. A6,Zakopane,Zakopane;Szymaszkowa
128721,ZAK Skibówki I,Zakopane,Zakopane
128722,WAW Hoża 39/2 [L],Warszawa,Warszawa;Long Term;Warszawa Centrum
128723,WAW Al. JPII 18/43,Warszawa,Warszawa
128724,POZ SRNT 505,Poznań,Poznań;Serenity
128726,POZ SRNT 501,Poznań,Poznań;Serenity
128727,ZAK Groń 61/2B,Kościelisko,Domy;Zakopane;Nydala Rustic;Kościelisko
128728,WAW Bagno 3/109,Warszawa,Warszawa;Warszawa Centrum
128729,GDA DP 121B,Gdańsk,Deo Residence;Gdańsk
128730,WAW Wilcza 42/22,Warszawa,Warszawa;Warszawa Centrum
128731,ZAK Bulwary III,Zakopane,Zakopane
128732,WAW Śniade 1/15/1,Warszawa,Warszawa
128733,WAW Al. JPII 61/52 ,Warszawa,Warszawa
128734,ZAK Orkana 6,Zakopane,Zakopane
128735,WRO Walońska 19/11,Wrocław,Wrocław;River City Wrocław
128737,ZAK Szymosz. A2,Zakopane,Zakopane;Szymaszkowa
128738,ZAK Krzeptowsk. V,Zakopane,Zakopane
128739,ZAK Dom Hrube 5G 2,Zakopane,Zakopane
128740,POZ SRNT 206,Poznań,Poznań;Serenity
128741,GDA DP 410B,Gdańsk,Deo Residence;Gdańsk
128742,ZAK Tetmajera II,Zakopane,Zakopane
128743,ZAK Droga na Bystre,Zakopane,Zakopane
128744,ZAK ZaCieszynianką1,Zakopane,Zakopane
128745,WAW Freta 25/6,Warszawa,Warszawa;Starówka Warszawa
128746,WAW Ogrodowa 48/59,Warszawa,Warszawa
128747,ZAK Krzeptowsk. II,Zakopane,Zakopane
128748,POZ Orzesz 6/H,Poznań,Poznań
128750,ZAK Goszczyńsk II,Zakopane,Zakopane
128751,ZAK Groń 61/1B,Kościelisko,Domy;Zakopane;Nydala Rustic;Kościelisko
128752,WAW Koszyk 3/111,Warszawa,Warszawa;Warszawa Centrum
128753,ZAK Dom Zoniówka,Zakopane,Domy;Zakopane
128754,GDA DP 122 ,Gdańsk,Deo Residence;Gdańsk
128758,WAW Czerniak 178/42,Warszawa,Warszawa;Mokotów
128759,ZAK Pardałówka III,Zakopane,Zakopane
128760,ZAK Pod Blachówką 2,Kościelisko,Zakopane;Kościelisko
128761,ZAK Szymosz. C5,Zakopane,Zakopane;Szymaszkowa
128762,ZAK Groń 61/2A,Kościelisko,Domy;Zakopane;Nydala Rustic;Kościelisko
128764,ZAK Modrzejewskiej 8a II,Zakopane,Zakopane
128765,ZAK Skibówki II,Zakopane,Zakopane
128766,ZAK Dom Hrube 5G 1,Zakopane,Zakopane
128767,ZAK Zamoyskiego,Zakopane,Zakopane
128768,WAW Noakow 16/9A,Warszawa,Warszawa
128769,WAW Grzybo 85/89,Warszawa,Warszawa
128770,ZAK Chałubińskiego 8,Zakopane,Zakopane
128772,WRO Walońska 19/12,Wrocław,Wrocław;River City Wrocław
128773,WAW Grzybo 85/116 [M],Warszawa,Warszawa;Mid Term
128774,WAW Perec 2/602,Warszawa,Warszawa;Wola Biznes
128775,POZ SRNT 203,Poznań,Poznań;Serenity
128776,WAW Piekarska 6/ 17,Warszawa,Warszawa;Starówka Warszawa
128777,ZAK Ciągłówka,Zakopane,Zakopane
128778,WAW Kujawska 3/18b [M],Warszawa,Warszawa;Mid Term
128779,ZAK Szkolna 12B/5,Zakopane,Zakopane
128780,ZAK Brzozowa 30,Zakopane,Zakopane
128781,WRO Legnicka 57w/9,Wrocław,Wrocław
128782,POZ SRNT 307,Poznań,Poznań;Serenity
128785,POZ SRNT 407,Poznań,Poznań;Serenity
128786,POZ SRNT 201,Poznań,Poznań;Serenity
128787,WRO Walońska 19/9,Wrocław,Wrocław;River City Wrocław
128788,POZ SRNT 404,Poznań,Poznań;Serenity
128789,ZAK Brzozowa 29,Zakopane,Zakopane
128791,ZAK Zborowskiego,Zakopane,Zakopane
128792,WAW Bagno 3/64,Warszawa,Warszawa;Warszawa Centrum
128793,ZAK Droga na Bystre2,Zakopane,Zakopane
128796,ZAK Goszczyńsk I [F],Zakopane,Zakopane
128797,WAW Burako 16a/26,Warszawa,Warszawa
128798,POZ SRNT 507,Poznań,Poznań;Serenity
128799,ZAK Strzelców 30C,Kościelisko,Zakopane;Kościelisko
128800,ZAK Witkiewi 1/6/2,Zakopane,Zakopane
128837,ZAK Bulwary I,Zakopane,Zakopane
128838,ZAK Krzeptowsk. I,Zakopane,Zakopane
129148,GDA DP 515A,Gdańsk,Deo Residence;Gdańsk
129149,GDA DP 419,Gdańsk,Deo Residence;Gdańsk
129150,GDA DP  410,Gdańsk,Deo Residence;Gdańsk
129345,MIE Flamingo 27,Międzyzdroje,Międzyzdroje;Flamingo
129346,MIE Flamingo 26,Międzyzdroje,Międzyzdroje;Flamingo
129347,MIE Kolor Balkony II,Międzyzdroje,Międzyzdroje
129348,MIE Horyzont 415,Międzyzdroje,Międzyzdroje
129349,MIE Morskie Oko III,Międzyzdroje,Międzyzdroje
129350,MIE Horyzont 209,Międzyzdroje,Międzyzdroje
129352,MIE Flamingo Bianco,Międzyzdroje,Międzyzdroje;Flamingo
129353,MIE Morskie Oko IV,Międzyzdroje,Międzyzdroje
129354,MIE Hotel Room 203,Międzyzdroje,Międzyzdroje
129356,MIE Hotel Room 004,Międzyzdroje,Międzyzdroje
129357,MIE Horyzont,Międzyzdroje,Międzyzdroje
129358,MIE Gryf,Międzyzdroje,Międzyzdroje
129359,MIE Flamingo Blue,Międzyzdroje,Międzyzdroje;Flamingo
129360,MIE Kolor Balkony III,Międzyzdroje,Międzyzdroje
129361,MIE Marea,Międzyzdroje,Międzyzdroje
129362,MIE Promenada Gwiazd,Międzyzdroje,Międzyzdroje
129363,MIE Flamingo Pink ,Międzyzdroje,Międzyzdroje;Flamingo
129364,MIE Playa Baltis I,Międzyzdroje,Międzyzdroje
129365,MIE Tulipan V,Międzyzdroje,Międzyzdroje;Tulipan
129366,MIE Hotel Room 202,Międzyzdroje,Międzyzdroje
129367,MIE Flamingo V,Międzyzdroje,Międzyzdroje;Flamingo
129368,MIE Playa Baltis II,Międzyzdroje,Międzyzdroje
129369,MIE HolidayResidence,Lubin,Międzyzdroje
129371,MIE Morskie Oko II,Międzyzdroje,Międzyzdroje
129372,MIE Neptun II,Międzyzdroje,Międzyzdroje
129373,MIE Tulipan Penthouse I,Międzyzdroje,Międzyzdroje;Tulipan
129374,MIE Międzyzdroje II,Międzyzdroje,Międzyzdroje
129375,MIE Tulipan VI,Międzyzdroje,Międzyzdroje;Tulipan
129376,MIE Flamingo White ,Międzyzdroje,Międzyzdroje;Flamingo
129377,MIE Flamingo 36,Międzyzdroje,Międzyzdroje;Flamingo
129379,MIE Horyzont 311,Międzyzdroje,Międzyzdroje
129380,MIE Hotel Room 210,Międzyzdroje,Międzyzdroje
129381,MIE Kolor Balkony,Międzyzdroje,Międzyzdroje
129382,MIE Studio Promenada,Międzyzdroje,Międzyzdroje
129384,MIE Tulipan Penthouse III,Międzyzdroje,Międzyzdroje;Tulipan
129385,MIE Tulipan Penthouse II,Międzyzdroje,Międzyzdroje;Tulipan
129386,MIE Tulipan Big Penthouse,Międzyzdroje,Międzyzdroje;Tulipan
129387,MIE Flamingo 25,Międzyzdroje,Międzyzdroje;Flamingo
129422,ZAK T. Ostoja A1,Zakopane,Zakopane;Tatrzańska Ostoja
129423,GDA DP 218,Gdańsk,Deo Residence;Gdańsk
129435,GDA DP 104,Gdańsk,Deo Residence;Gdańsk
129694,GDA DP 204,Gdańsk,Deo Residence;Gdańsk
129695,GDA DP 519,Gdańsk,Deo Residence;Gdańsk
129696,GDA DP 405,Gdańsk,Deo Residence;Gdańsk
129697,GDA DP 110,Gdańsk,Deo Residence;Gdańsk
129698,GDA DP 504,Gdańsk,Deo Residence;Gdańsk
129699,GDA DP 518,Gdańsk,Deo Residence;Gdańsk
129700,GDA DP 516B,Gdańsk,Deo Residence;Gdańsk
129702,GDA DP 503,Gdańsk,Deo Residence;Gdańsk
129815,GDA Parking 45/210,,
129980,ZAK T. Ostoja B6,Zakopane,Zakopane;Tatrzańska Ostoja
129988,ZAK T. Ostoja A2,Zakopane,Zakopane;Tatrzańska Ostoja
130018,ZAK T. Ostoja A4,Zakopane,Zakopane;Tatrzańska Ostoja
130019,ZAK T. Ostoja B2,Zakopane,Zakopane;Tatrzańska Ostoja
130020,ZAK T. Ostoja B4,Zakopane,Zakopane;Tatrzańska Ostoja
130021,ZAK T. Ostoja C3,Zakopane,Zakopane;Tatrzańska Ostoja
130022,ZAK T. Ostoja C7,Zakopane,Zakopane;Tatrzańska Ostoja
130023,ZAK T. Ostoja A6,Zakopane,Zakopane;Tatrzańska Ostoja
130024,ZAK T. Ostoja C11,Zakopane,Zakopane;Tatrzańska Ostoja
130025,ZAK T. Ostoja A7,Zakopane,Zakopane;Tatrzańska Ostoja
130026,ZAK T. Ostoja C13,Zakopane,Zakopane;Tatrzańska Ostoja
130027,ZAK T. Ostoja C14,Zakopane,Zakopane;Tatrzańska Ostoja
130028,ZAK T. Ostoja B7,Zakopane,Zakopane;Tatrzańska Ostoja
130029,ZAK T. Ostoja C4,Zakopane,Zakopane;Tatrzańska Ostoja
130031,ZAK T. Ostoja B3,Zakopane,Zakopane;Tatrzańska Ostoja
130032,ZAK T. Ostoja A3,Zakopane,Zakopane;Tatrzańska Ostoja
130033,ZAK T. Ostoja A5,Zakopane,Zakopane;Tatrzańska Ostoja
130034,ZAK T. Ostoja B1,Zakopane,Zakopane;Tatrzańska Ostoja
130035,ZAK T. Ostoja C5,Zakopane,Zakopane;Tatrzańska Ostoja
130036,ZAK T. Ostoja B5,Zakopane,Zakopane;Tatrzańska Ostoja
130037,ZAK T. Ostoja C1,Zakopane,Zakopane;Tatrzańska Ostoja
130038,ZAK T. Ostoja C2,Zakopane,Zakopane;Tatrzańska Ostoja
130039,ZAK T. Ostoja C6,Zakopane,Zakopane;Tatrzańska Ostoja
130040,ZAK T. Ostoja C8,Zakopane,Zakopane;Tatrzańska Ostoja
130041,ZAK T. Ostoja C9,Zakopane,Zakopane;Tatrzańska Ostoja
130042,ZAK T. Ostoja C10,Zakopane,Zakopane;Tatrzańska Ostoja
130043,ZAK T. Ostoja C12,Zakopane,Zakopane;Tatrzańska Ostoja
130283,GDA DP 210,Gdańsk,Deo Residence;Gdańsk
130284,GDA DP 416B,Gdańsk,Deo Residence;Gdańsk
130285,GDA DP 317B,Gdańsk,Deo Residence;Gdańsk
130286,GDA DP 516A,Gdańsk,Deo Residence;Gdańsk
130287,GDA DP 417B,Gdańsk,Deo Residence;Gdańsk
130288,GDA DP 420,Gdańsk,Deo Residence;Gdańsk
130289,GDA DP 515B,Gdańsk,Deo Residence;Gdańsk
130290,GDA DP 317A,Gdańsk,Deo Residence;Gdańsk
130292,GDA DP 517,Gdańsk,Deo Residence;Gdańsk
130293,GDA DP 416A,Gdańsk,Deo Residence;Gdańsk
130294,GDA DP 417A,Gdańsk,Deo Residence;Gdańsk
130295,GDA DP 320,Gdańsk,Deo Residence;Gdańsk
130406,GDA DP 204A,Gdańsk,Deo Residence;Gdańsk
130407,GDA DP 204B,Gdańsk,Deo Residence;Gdańsk
130408,GDA DP 204C,Gdańsk,Deo Residence;Gdańsk
130413,GDA DP 405A,Gdańsk,Deo Residence;Gdańsk
130414,GDA DP 405B,Gdańsk,Deo Residence;Gdańsk
130415,GDA DP 405C,Gdańsk,Deo Residence;Gdańsk
130417,GDA DP 503A,Gdańsk,Deo Residence;Gdańsk
130418,GDA DP 503B,Gdańsk,Deo Residence;Gdańsk
130419,GDA DP 503C,Gdańsk,Deo Residence;Gdańsk
130420,GDA DP 504A,Gdańsk,Deo Residence;Gdańsk
130421,GDA DP 504B,Gdańsk,Deo Residence;Gdańsk
130422,GDA DP 504C,Gdańsk,Deo Residence;Gdańsk
130692,GDA DP 505,Gdańsk,Deo Residence;Gdańsk
131243,ZAK Słoneczna 3,Zakopane,Zakopane
131753,WAW Marsz 85/69,Warszawa,Warszawa;Warszawa Centrum
131755,WAW Sienna 85/5,Warszawa,Warszawa
131756,WAW Pawia 51/58,Warszawa,Warszawa;Muranów-Jewish Quarter
131757,WAW Pawia 51/67,Warszawa,Warszawa;Muranów-Jewish Quarter
131775,ZAK Orkana 1,Zakopane,Zakopane
131782,ZAK Pod Blachówką 4,Kościelisko,Kościelisko
131783,ZAK Pod Blachówką 3,Kościelisko,Zakopane
131784,ZAK Dom Pitoniówka,Kościelisko,Domy;Zakopane;Kościelisko
